Text,Imagepath,Text_label,Image_label,Multi_label
"The  is not lost on us that  “Green news” is promoting a policy that @pb4p have advocated for for years now but one which the @greenpartyie say doesn’t work and costs too much! As Alanis Morissette says “Isn’t it ironic, don’t ya think” httpseuronews.comgreen20230322richestcountryineuropemarksthirdyearoffreepublictransport",2812.jpg,1,0,1
今天中午宜吃点签签庆祝一下#吴签#,2813.jpg,1,0,1
Umm ,2814.jpg,0,1,1
男性什么时候能意识到男女的不平等那才是真正的男女平等！#男女平等实现了吗##男女平等#已经拉黑了，他不配做我的的好友,2815.jpg,0,0,0
.. finally time for a chilled  relaxing drink!  it is beautiful sunny day ! #offer,2816.jpg,0,0,0
Beyond The Horizon Irish Pink Floyd Tribute.#Saturday#AudiencefeedbackTook my son to see the Show last night.His first time ever seeing a live band.He loved it.Thanks.Sean DonnellyMonaghan 2023.httpsfacebook.comBeyondTheHorizonPage#Pinkfloydireland#IrishMusicCommunity,2817.jpg,0,0,0
 just jumped to death from @ShivAroor 's window ! #ShivAroor       pls,2818.jpg,0,1,1
我买了一个安卓的平板加支架？我买了一个只比键盘鼠标运行office软件快一点的“次世代革命性pc”？我买了一个无法运行pscad等真正电脑上能创造价值的软件，工作站是白送的？你作为一个英语老师你连crystal都不会拼，你跟我说尼玛工匠精神？满怀期待而来，败兴失望而归。自嗨的过头了，龙哥。#锤子手机# ,2819.jpg,1,1,1
转发关注，送出一台锤子T收藏机#宠爱加倍#转发微博并关注我，.日将通过@微博抽奖平台抽取一位大哥捡走锤子情怀机T不过滤过年在家没事把玩把玩，质感非常棒，非常喜欢的一款机器，锤友别错过，祝你好运#罗永浩##锤子手机##锤子t#深圳O抽奖详情 ,2820.jpg,0,0,0
#鼠鼠我鸭#一波未平一波又起？这次想个什么名字？说是豆角吗？江西某校牛逼。,2821.jpg,1,0,1
The GOP version of protecting children is the number one cause of death among children ,2822.jpg,1,1,1
He said he’s not worried about us  he got what he wanted   #NYR,2823.jpg,1,1,1
鼠鼠我鸭#鼠鼠我鸭#,2824.jpg,0,1,1
#鼠鼠我鸭#鸭脖明明就长这样,2825.jpg,1,1,1
Oh look! David Tennant is trending! I wonder why? ,2826.jpg,1,1,1
#坚果r##锤子手机#更新系统第二天，发现及吐槽、状态栏字体变大超级丑、音量键不能直接控制亮度了！、增加了单独控制闹钟音量的功能盼了好久的功能、主题色又没了！又没了！又要用蓝色！我要石竹粉啊！！、相册翻天覆地变化？还没适应，找照片非常吃力、拦截短信也在短信中显示了，显示但不提示，不用去手机管理里头找了、拨号页面多了常用联系人和最近联系人，对我没啥用，基本不打电话、新款大爆炸也安排上了，试了下炸录屏，会出来很多，省得截图了，炸声音还没用、字体变了，中英文符号看不太出差别了，有一点点怀念圆润的问号、天气预报功能多了但是丑了、手机管理外部有快捷功能了，不像以前就是八个栏，但是色彩缤纷的还是丑了目前就发现以上点，好评，中评，差评 ,2827.jpg,1,0,1
卷王竟是我自己,2828.jpg,1,0,1
#鼠鼠我鸭#鼠鼠我鸭,2829.jpg,0,1,1
INFO OP met #CHIQUITA at a cashier counted yesterday. They also pointed out her beauty#BABYMONSTER #@YGBABYMONSTER #DREAM,2830.jpg,0,0,0
yes this is a real review for 100 Grumpy Animals.  #memes,2831.jpg,1,1,1
2023年一季度GDP“全国卷”正式全部出炉！31个省市中江西和福建增幅最低！一季度深圳GDP增量居全国第一，名义增速10%，占了广东省增量的将近一半经济的强势复苏，在深圳集中体现了！#经济#,2832.jpg,0,0,0
中国IT大佬身价排行榜，马云排名第一，马化腾第二，李彦宏第三，刘强东第六、雷军第八、任正非第、周鸿祎第。#创业##互联网##互联网新闻##罗永浩##互联网资讯##微商#,2833.jpg,0,0,0
分分钟聊死两次#文心一言#,2834.jpg,1,0,1
$PP on Pulsechain has strength Pumping irony all night long Banks take days off Crypto never sleeps#PP #PoorPleb $PP #memes #9inches  #pumping,2835.jpg,1,1,1
1.钱多多水培太好看噜#熊猫来了#，无滤镜。2.俺家的自留地，可以开始盘算带月荷锄归的生活。3.牛角比心萌萌哒。4.老金吃完牛肉卷把锡纸一团说这也可以当一个艺术品。他是懂讽刺的5.张牙舞抓模仿秀。,2836.jpg,0,0,0
#市监局再次确认高校饭菜异物是鸭脖#说难听点，大家并不意外真的吃到老鼠，而是怕某些单位睁眼说瞎话，无视大众合理的质疑，大家都不是外宾，有生活常识，且大部分人第一次见识到社会阴暗面，就是从上学时知道“原来糟糕的学校食堂是某个校领导亲戚承包的”开始，食堂也是校园里油水最多的地方之一，质疑当然更大。不同单位的食堂的质量也天差地别，像清华北大这种有国家补贴，每天变着花样做，天南地北的菜都能吃到，便宜好吃还卫生，还有一些高大上单位和企业的食堂，几块钱就能吃上三个菜甚至四个菜，等于变相的福利。相较而言，一些普通中学、大专、职校，包括私企、社会化运作的食堂，那真是一言难尽。#鼠鼠我鸭##微博新知博主# ,2837.jpg,0,1,1
试着搞一下的心态，果然“文心一言”还得再努力啊#文心一言##华为##iphone#PS话说iPhone和华为到底谁的散热好,2838.jpg,0,0,0
《的鸟巢》月最期待的两件事终于都来了。一是是今天的火箭和勇士，第二件就是锤子手机发布会。关于锤子科技发布会地点鸟巢。老罗年初在创客公园谈到为什么选择鸟巢开，是因为他觉得中国再找不出第二个能与发布的产品相匹配的场馆了。老罗还说产品发布以后，世人都觉得当初开在鸟巢都配不上这一次时代产品的诞生，没办法，还是改不了吹气球的毛病。在之前，老罗在自己拥有近w粉丝的微博上各种渲染，怼人，仍烟雾弹，因为“精日问题”上热搜，甚至在发布会前几天在锤子商城都上线了成人纸尿裤，来为作种种预热。各界屌丝大咖对此也是褒贬不一，但老罗确实比每个人都清楚如果预期拉高了期待值，最后产品给不了接近预期或者与预期相当的答案，后果怎么样大家也应该都清楚。老罗这次是真的用了心，操作产品时紧张到满头大汗，从这一点我感觉到他心里是有多着急，多着急改变这个世界的某一版图。从现场以及网络的反应，这次的发布会毫无疑问是成功的。至于怎么去定义这个次时代旗舰，我们等着时间去检验。向老罗致敬，世界，需要这样的人才去进步。@罗永浩#锤子手机##罗永浩##锤子电脑##坚果r# ,2839.jpg,0,0,0
#鼠鼠我鸭#不知道这个新品种好不好养,2840.jpg,1,1,1
OneAI！还有人不知道吗！非常喜欢用的一个软件！人工智能中的佼佼者！不止能帮助你解决问题，还能陪你聊天、玩一些热门测试！非常好用！大家下载时一定要注意认准图标不要下载了盗版app！#ai##AI##人工智能##iPad##ios##文心一言#,2841.jpg,0,0,0
#鼠鼠我鸭#“真鸭脖”哈哈哈,2842.jpg,1,0,1
#南昌市监局已介入高校食堂老鼠事件#学校没啥错的确不是老鼠是新品种鸭嘴兽#鼠鼠我鸭#,2843.jpg,1,1,1
Mayflower 61306 B1 class loco passing thru Rowlands Castle en route to #Portsmouth at lunchtime today. #Steam #SteamTrain #Locomotive #Railways #Trains #Hampshire @SteamDreams,2844.jpg,0,0,0
We are sure Common man is going to benefit from this power tariff hike for the 3 time in last 12 monthsWE REQUEST @CMOMaharashtra  @PMOIndia TO KINDLY HIKE FARE BY ATLEAST 1000% SO WE CAN SELL OUR HOME  PAY BILLS. PLEASE HIKE DON'T DISAPPOINT US ,2845.jpg,1,0,1
#新闻爆料##贫富差距#普遍来说，富人越来越富，穷人越来越穷，至少在美国是这样。在2015年，1%的富人家庭的平均收入是底层99%的穷人家庭的26.3倍。而且，从2013年以来，这种差距已经扩大。与此同时，EPI2017年的一项研究显示，从1965年到2016年，CEO的薪酬已从普通员工的20倍左右增至271倍。【有...全文,2846.jpg,0,0,0
I forgot how much fun it is to inlay the 50 stars in the stars and stripes pen. #ChurchOfWood,2847.jpg,1,0,1
I’m betting he is.   #atheist,2848.jpg,0,0,1
NEW   SONG   KLYDIX  Festa OUT NOW!      YOUTUBE   httpsyoutu.be3TxBudq2wC4     SOUNDCLOUD  httpssoundcloud.comklydixfesta#progressivehouse #elecrohouse #elecronic #edm #house #klydix,2849.jpg,0,0,0
逛了一天街疫情后第一次堂食呀还买了好看的衣服#hm#逛街真开心,2850.jpg,0,0,0
#成都#成都市政府秘书问领导“领导，投吗？”领导怒道“投个锤子！”#锤子手机#遂成！萌货机器人#萌货机器人#恭祝锤子科技#罗永浩亿元融资#更上一层楼拥抱北京,2851.jpg,1,0,1
静等锤子。#锤子手机#,2852.jpg,0,0,0
#百度#发打假声明目前#文心一言#无官方App，已对苹果公司及相关开发者团队发起诉讼“百度AI”微信公众号发布声明称目前文心一言没有任何官方App，在公司官宣前，凡是在Appstore和各种应用商店看到的“文心一言”App都是假的，凡是声称有“文心一言源代码”的都是骗子。公司已向北京市海淀区人民法院对苹果公司及相关开发者团队发起诉讼。 ,2853.jpg,0,0,0
#吴签签表情包##吴签##我的很大你忍一下#只能牺牲一下自己的手了毕竟那么小德州,2854.jpg,1,1,1
"It's about time! The world's most advanced language model, ChatGPT, developed by OpenAI, is finally getting paid. Because obviously, an AI trained to communicate and answer questions has been yearning for a paycheck   #ChatGPT #openai",2855.jpg,1,0,1
"“I personally pushed for the mass defunding of police and now I feel BETRAYED that there are no more police in San Francisco!”Oh geee, who could have seen that coming? I swear #Californians are some of the most “special” people in the world.#California#SanFrancisco",2856.jpg,1,1,1
第一题算不对，第二题会自己改题，也不知道是傻还是聪明。#文心一言#名字挺好听，光名字好听。,2857.jpg,1,0,1
#锤子科技##锤子手机#最近锤子科技创始人罗永浩又悄悄的回到了公众视野中，自从去年锤子公司出现不利消息之后，原本格外活跃的罗永浩也渐渐的低调了下来。然而近日罗永浩仿佛已经度过了难关，不仅仅再次对外放言收购苹果只是时间问题之外，还对外表示锤子公司后续还会继续发布新手机，一时之间令不少锤粉们都认为，锤子公司还是有机会的。不过也有一小部分人持有另外的观点，就他们认为，罗永浩此举只是为了给锤粉们打气的，因为目前锤子公司虽然处境不佳，但锤子公司仍然有部分手机在对外销售，如果一旦锤子公司真给人感觉已经不行了，那么这些还未售完的手机，也就真的成为了一个问题，例如之前的国产手机品牌金立就是如此，图中这款金立M就是金立公司还未售空的产品。年的月份，金立公司发布了这款旗舰机型金立M，作为当时金立公司的主打产品，金立公司不留余力的在推广着它，不仅仅签下了薛之谦作为其代言人，后续的一场年底发布会上，又将这款手机拿出来宣传了一下，可谓是被金立寄予了厚望，并且也因为这个原因，金立公司很早就开始大批量的生产这款手机了。不过虽然这款手机说是旗舰，但它的部分配置其实并不出彩，作为一款定价元的机型，它搭载的只是联发科P的处理器，尽管其标配了GBGB组合配置，电池容量为mAh，但其后置双摄也才只是万万，虽然这样的手机在当时依靠线下推广也能卖的出去，但尴尬的是，年年底金立公司就出现了问题，直至年正式破产。近日更是有人看到金立公司的专利已经在对外拍卖了，曾经的国产大厂如今已经完全走到了末路，至于这款库存较多的金立M，则成为了一个没有靠山的杂牌机，目前尽管其市场价格已经是被调控到了元左右，但它的吸引力仍然是零，比较其品牌已经宣告破产，即使其价格再降低一些，它也依然难以脱离无人问津的局面。不过相信锤子公司肯定没有这么惨，如果罗永浩真的抓住了机会，其还是有东山再起可能性的。北京东一时区 ,2858.jpg,0,0,0
#鼠鼠我鸭#鸭脖就不可以长鼠毛了吗，鸭脖就不能长啮齿类动物的大板牙了吗，你们的良心见识不要太狭隘了，这是更适合中国宝宝的鸭脖呕我编不下了，以后吃鸭脖都会联想到这张图，有阴影了,2859.jpg,1,1,1
"Arrest #ManishKashyap, he is behind it. ",2860.jpg,1,0,1
锤子新机曝光？！@极客村长在微博上曝光了锤子手机的信息，全面屏设计，前后双玻璃机身，双摄像头，指纹解锁在logo上，正面实体按键取消，但是会在机身左侧增加一枚圆形返回按键。有没有期待呢#锤子手机#,2861.jpg,0,0,0
"In #SwordoftheSea, our new adventure game, surf through sinking tombs, mysterious shipwrecks, and petrified battlefields.What sort of massive leviathans will stand in your way?#PS5 #Steam #IndieGameDev",2862.jpg,0,0,0
Been awhile since I had a blowout. I think this is bigger news than Trump. #TrumpArraignment #TrumpArrest #joking  #hair #blowout,2863.jpg,1,0,1
#吴签#的那个啥照片有,2864.jpg,0,1,1
比先前有所进步啊。起码知道有这两个菜了#文心一言##百度#ChatGPT,2865.jpg,0,0,0
完蛋了#文心一言#,2866.jpg,1,0,1
"Dangling all night,  . #SaturdayMood get drunk and celebrate the people that went to war for you.. not the army but the people that had it in'em but didn't join the army  .. #Saturday night live,",2867.jpg,0,0,0
坚果R撞脸努比亚Z，坚果TNT电脑被指没市场，“情怀”老罗这次成败几何？月日，老罗口中那个“能让人尿裤子”、“比iOS和安卓都好%”的坚果R和坚果TNT电脑正式发布了。在北京雨夜老罗究竟推出了一款怎样的产品以及又说了些什么呢？就让我们看看发布会的全程回顾吧。#罗永浩##坚果r##坚果TNT##手机##新零售##重构零售##锤子手机#   ,2868.jpg,1,0,1
@锤子科技锤子的系统是不是跟@阿里巴巴系的软件有仇，打开天猫淘宝直接卡黑屏，能打开也要半分钟缓冲，支付宝用着用着就卡在那了，uc浏览器也是半天打不开，微博发个博也是直接给你卡到跳回首页，但使用其他别的公司app一点问题都没有，你说奇不奇怪？只有我一个人遇到这种问题？我用的是t#锤子手机# ,2869.jpg,1,1,1
#鼠鼠我鸭#古有指鹿为马，今有指鼠为鸭。他们都光明的前程。,2870.jpg,1,1,1
Bell saving me money. “Keeping the bill as low as possible” $260 a month . @Bell ,2871.jpg,1,0,1
Spotted in our gym    postscript  surely there exists the technology to power a treadmill with the human energy expended whilst running on said treadmill??!,2872.jpg,1,1,1
#鼠鼠我鸭#硕鼠硕鼠，无食我鸭。,2873.jpg,1,1,1
#淘宝直播双#，罗永浩们打不过#李佳琦#淘宝需要罗永浩，但对#罗永浩#的需要又不是对薇娅的需要。更大程度上，淘宝希望罗永浩和其他几个头部主播的集体加成，能够在大促期间替代薇娅。而在关键时刻过去之后，又不会像薇娅一样对平台形成威胁。因此，和众多来自站外的头部主播的阶段性合作，才恰恰是淘宝直播应该走的道路。 ,2874.jpg,0,0,0
#腐败#,2875.jpg,0,0,0
虽然我也不喜欢zs，但这真特么打脸，真特么双标#吴签#蓝v说话可以这么为所欲为的吗,2876.jpg,0,0,0
卫生巾有纯甄棉啦！哦，不对，是甄纯棉。是不是也是#新疆棉#呢？期待#谷爱凌新朋友淘淘氧棉#不一样的体验,2877.jpg,1,0,1
为什么大家这次齐声声讨#笑果#？因为我们不想让他们毁了这个词，那是我们最可爱的人！没有退路可言！,2878.jpg,0,0,0
If a few more racist comics could just confirm how great Brexit is gonna be I'm sure that's all the reassurance we need. Jim Davidson  Bobby Davro,2879.jpg,1,1,1
虽然这个学校食堂以前有老鼠，可那都是年的事情了，涉事学校曾因老鼠事件被联合执法，应该已经改过来了，老鼠肯定不会再有了，这真的只是一个鸭脖，不信你在仔细看看，看多了就是鸭脖了这个是一个新品种的鸭子，叫鼠鼠我鸭#鼠鼠我鸭##涉事学校曾因老鼠事件被联合执法#,2880.jpg,1,1,1
#鼠鼠我鸭#以前我属鼠，现在我属鸭,2881.jpg,1,1,1
距离上一部锤子科技的新机发布已经过去了一年多，这段时间锤子科技和老罗的新闻时有曝出，但旗下手机新品的消息却像断了线的风筝般，杳无音讯，但近日网上却突然曝出了坚果手机新品的发布会海报和相关信息，给了网友们一个大大的惊喜。综合爆料来看，锤子科技将在月日于北京工业大学体育馆发,2882.jpg,0,0,0
It’s not over until you win. Hustle. Always.Via Instagram @ housepoff#house #villa #mansion #motivational,2883.jpg,0,0,0
Anyone who knows me would tell you that I am a perfect example of physical health so it makes great sense that I am teaching PE today!  #gavin37pride,2884.jpg,0,1,1
dreammusic#dreamfanart #dreamwastaken #dream,2885.jpg,0,0,0
"Presenting you our first Xtream Summer Offer. Now you can enjoy everything at a faster speed with FREE INSTALLATION. Get 20Mbps now for unlimited uploads, downloads, and socializing on the go.  Terms and Conditions?applied. #Summer #offer #xtream #discount #sales #midsummer",2886.jpg,0,0,0
你妈#吴签#，恶心死我了。。,2887.jpg,0,0,0
#鼠鼠我鸭#到底是鸭脖子还是老鼠头？希望@江西发布督察，别把公信力就这么一步步缺失抚州金溪县,2888.jpg,1,1,1
"Since the map behind him, never materialized on the battlefield, Debretsion never got his award. Perhaps, sacrificing and effecting millions of lives finally triggered remorse from his bruised ego and conscious. Meanwhile, the other award recipients got a map of Ethiopia. ",2889.jpg,1,1,1
#坚果Pro#是全玻璃面板时代的双材质惊艳碰撞，我也和坚果Pro百万里程碑纪念视频里的@吴德周老师也来了次“惊艳”碰撞，都万了，吴老师可以咧嘴大笑了，哈哈哈。祝继续大卖，也相信一定会大卖。@锤子科技@坚果手机@罗永浩@苗颖@朱萧木@Alex老乔@zouwei#罗永浩#,2890.jpg,0,0,0
"Rs 1,999 55% off on TIMEX Analog Green Dial Women's WatchDeal affiliate httpsamzn.to3IMc5oN#deal #sale #discourn #offer #analogwatch #analogdialwatch #timex #maxima #wristwatch #womenswatch #wearables #fashion #party #partywear #womenswear",2891.jpg,0,0,0
#鼠鼠我鸭#新十二生肖谁能背一下附以鸭子为对象创作的表情包,2892.jpg,1,1,1
十倍大铁比赛穿什么鞋？RobertKaras的答案是鞋头开口的NikeAlphafly。DecaUltraTriatlon，共游泳38公里骑自行车1800公里跑步422公里。以上项目都是连续完成，不是分十天每天一个大铁。自行安排休息。跑步装备#耐克##铁人三项#,2893.jpg,0,0,0
这是谢丽尔桑德伯格专门为职场女权所写《向前一步》我推荐所有女性去看！作为在男权社会具有女性本能的女性，她是如何在男权窠臼中发现破局的关键。男权民间在一代又一代极权皇帝剥削下鬼打墙。但，谢丽尔这样的女性却在轮回中复盘经验，发现破局点。允诺平等并不等于真正的平等她直接看破了,2894.jpg,0,0,0
#文心一言#鱼香肉丝，醋溜白菜，韭菜炒鸡蛋，红烧肉，大盘鸡，可乐鸡翅文心一格AI绘画，正确姿势菜名xxxx,2895.jpg,0,1,1
"Top 2 Bollywood Grossers post pandemic belongs to this Man1st came #TheKashmirFiles , now #Pathaan Real Megastar of Bollywood  #PrakashBelawadi Just ",2896.jpg,1,1,1
粗去玩三亚第一次去三亚，除了好太阳好蓝天好沙滩好泳池，感受最深的就是好惬意。单纯躺在太阳下也能晒出好心情atlamticbeachhavaianasxmastermindDIESELHM#粗粗和渣渣##DownOnMe#粗粗和渣渣#粗去玩##DIESEL##havaianas##hm##mastermind##EDITION#...全文,2897.jpg,0,0,0
#鼠鼠我鸭#我的小鸭子,2898.jpg,0,0,1
我是卷王草,2899.jpg,1,0,1
"Here is Tweedy the Clown, with his specially trained iron, Keith, who does amazing tricks..@DailyPicTheme2  @TweedyClown",2900.jpg,1,1,1
MindBridge朴信惠穿着的MINDBRIDGE海报款西装外套，立体的剪裁，合理的线条构造出都市职场女性干练的形象，而粉色又为整个着装增添了一丝女人味，袖口出的印花细节无疑是一大亮点，搭配牛仔喇叭裤，简约摩登又兼具时髦复古元素,2901.jpg,0,0,0
分享图片#锤子手机#听说锤子和加菲猫更配哦@罗永浩,2902.jpg,0,0,0
百度#文心一言#应该叫#扪心自问#更合适。,2903.jpg,1,0,1
"I thought I was an expert on the DunningKruger effect, but it turns out I was just suffering from the DunningKruger effect about the DunningKruger effect. Mind blown.  #selfawareness #knowledge",2904.jpg,1,0,1
月日见，罗永浩回归，与苹果撞期。“IAMBACK”自从罗永浩直播带货后，锤子手机发布会暂时少了老罗的身影，正当大家还在期待什么时候能再次看到了老罗主持的发布会时，有网友在现代之窗商业广场发现了罗永浩的巨幅广告。并且这位网友还@了罗永浩求证，罗永浩也是给予了肯定的答复“是真的！”但让人注意的是罗永浩此次发布会时间与iPhone发布日期为同一天，这背后是不是有另一层含义？暂时我们无从得知，但据老罗上次发布见过ProS已经过去了两年，这场“旧货”发布会还是值得我们期待！#罗永浩##锤子手机# ,2905.jpg,0,0,0
#锤子手机#罗友设计的锤子T,2906.jpg,0,0,0
 = #Poland asks #Germany to send more tanks. httpsapnews.comarticlerussiaukrainepolandgermanybusiness661511122fce6c283bb5742a43922c4c,2907.jpg,1,0,1
OMG Phil.  Just LOOK at how many teens are getting their nicotine vapes online!!!  It's horrific0.2% of US high school kids.  That's like checking math MORE THAN ONE KID!!!,2908.jpg,1,1,1
Hard times ahead. ,2909.jpg,0,0,1
但是这个东西怎么看怎么像是一个老鼠的头，而且这是一碗猪脚饭，猪脚饭里面怎么能出现鸭脖子呢？#鼠鼠我鸭#,2910.jpg,0,0,0
#鼠鼠我呀已被申请商标#近日，江西南昌一高校饭菜中吃出疑似“老鼠头”引发关注。目前，当地市监局和当事人都确认饭菜中的“异物”为鸭脖。网友调侃，这是“鼠鼠我鸭”。公开信息显示，“鼠鼠我鸭”源于“鼠鼠我呀”，后者常被一些网友用于自嘲。#鼠鼠我鸭#企查查APP显示，“鼠鼠我呀”已被申请注册多个商标，国际分类涉及啤酒饮料、服装鞋帽等，目前商标状态均为注册申请中。 ,2911.jpg,0,0,0
#年终奖#先别花，最近我们在憋一个#重大新闻##驱动国际戏剧邀请展##重大发表#,2912.jpg,0,0,0
#鼠鼠我鸭#带毛畸形鸭脖根本不是正常食物！！校方现在就是在转移视线混淆视听，就算查出来是鸭脖又怎么样？这个食堂的卫生问题依旧是不合格的！！！！就算它是鸭脖，就连用餐的学生都看不出来是鸭脖，可想而知，这“鸭脖”形状有多畸形。还有，这种毛都不拔的鸭脖就是安全食品吗？很明显，不是！但是校方却没有针对这点对于学生道歉赔偿，而是一味的把自己摘出来撇清关系，还昧着良心说这是正常食物。大家不要被带跑偏了，带毛的畸形鸭脖根本不是正常食物！！！和老鼠头没有区别！！！没有哪家店连毛都不拔就把鸭脖买给顾客，谁敢买，谁敢吃？图三才是正常鸭脖的样子，那才是正常安全的食物最后两张图是我找的老鼠美食拔毛处理过的大家可以和这个食堂里的“鸭脖”对比一下，自行体会。 ,2913.jpg,0,1,1
#回顾2017##重大新闻#【2017年中文网重大新闻回顾】终于，迎来了2017年的除夕。今年，朝日新闻中文网向大家传达了有关日本和世界的社会、政治、经济等领域发生的各类新闻。从中选出读者反响热烈的重大新闻，一起回顾这1年......全文见网页链接,2914.jpg,0,0,0
#罗永浩##太原老葛#老罗g黄金直播价元，太原老葛g黄金直播价元，各位看官自行甄别。,2915.jpg,0,0,0
I love this one <3Little sketch of Dream and my oc again! i'm working on something other than oc don't worry! #dream #dreamfanart #dreamsmp #dsmp #dsmpfanart #oc #originalcharacter #myoc #ocart,2916.jpg,0,0,0
How it started vs. how it's going.#indiedev #indiegamedev #gamedev #steam #pc #game #gaming #indiegames #conceptart #unrealengine #gamingcommunity,2917.jpg,0,0,0
解决我每天吃什么困惑的小东西出现可以起英文名改论文写工作报告还可以在网上探险发文字疯佳人们谁懂啊#ai##AI##人工智能##iPad##iOS##文心一言#,2918.jpg,0,0,0
#鼠鼠我鸭#杰瑞坏了，我成替身了！,2919.jpg,1,0,1
“I love . It’s like punching people in the face but with words.”#PrideMonth #ManchesterUnited #FACup #lebanon #SpiderManAcrossTheSpiderVerse #samsung #s21ultra #photooftheday #Moonlight #goodnight,2920.jpg,0,0,1
"The Singita Lebombo Lodge in Mpumalanga, South Africa by @cecileandboyds Photo by @alexpreviewGet Inspired, visit httpmyhouseidea.com#myhouseidea #interiordesign #interior #interiors #house #home #design #architecture #decor #homedecor #casa #archdaily #beautifuldestinatio",2921.jpg,0,0,0
看完了老罗退网前的最后一篇采访，有几点印象深刻括号里是个人感受.老罗是一个重度社恐，非常讨厌名声和面对公众。如果不用公众表达还能维持公司运转，他愿意少活五年。一方面很意外老罗居然是社恐，另一方面又很理解他说的“为了公司运转而抛头露面”的那种无奈。让我想起了窦文涛也曾经说过，他除了录节目，平时在社交场合都恨不得躲起来，特别害怕聚会场合，与他屏幕上的侃侃而谈完全是两个人。突然就觉得，很多人在社会上生存，都有取舍，都有平衡，都有不为人知的内心战争.岁的罗永浩在退休和再创业之间纠结了很久。最后被妻子的一句话点醒“你再创业的话，不知道有多大概率会后悔但现在退休的话，你后悔的概率一定是百分之百。”一个内心有火苗的理想主义者，是不可能退休的，这辈子都不可能退休了。对他们来说，虚度时光比创业失败更加让人无法忍受.老罗再次创业有很强烈的紧迫感，他想赶在下一个自己想做的产品被其他人做出来前，先人一步。相比于第一次创业对风口、大环境的嗤之以鼻，这一次他有了更强的危机感。我感觉这种危机感可能和他的年龄与最后一次创业的原因有关。有种最后一次了，不成功就要带着这个遗憾躺进坟墓的不甘。一个理想主义者的理想幻灭。.没有资源的创业团队，大概率会被巨头抄袭、挖人、垄断特定资源等各种手段碾压死。产品经理型创业者很多不信风口和机遇，盲目相信自己产品大过天，但是商业世界的规律却不是这样运转的。想认真做点好产品在当下的市场环境，可真艰难。但即使看到了某种结局还要开始的人，有一种英雄主义的悲壮感.锤子科技没有早点倒闭成了老罗很后悔的一件事情，他反思是自己作为企业家的ego太大了，有太多面子和不甘心的因素作祟。创业遇到问题却该断不断的时候，有时候真的只是为了争一口气而忽视了客观现实，说到底还是创始人ego太大.新东方那些多岁少年得志的人出去创业，多半不太成功。因为他们找了一帮小弟一起创业，自己是公司的天花板。创业应该找跟自己一样强，甚至比自己更强的人一起共事。深有同感，一个人拖着一条大船前进，没有几个人各自拖着几条小船跑得快。创始人如果是公司的天花板，创始人也就是公司的地板砖。.罗永浩希望人类永生，可以掌握生老病死的原因是，希望让那些美好、善良的人，少一点失望。看到了一个人内核的柔软。最坚硬的外表之下，藏着一颗柔软的。祝福老罗最后一次创业，能够在自己的世界里大获成功！#罗永浩# ,2922.jpg,0,0,0
#鼠鼠我鸭#这么可爱的词条从今天开始成为我儿子代名词,2923.jpg,0,0,0
There are times when  leads to the realisation of a fundamental truth.,2924.jpg,1,1,1
#小碗细面##吴签#笑死我了南阳,2925.jpg,1,1,1
Awesome lineup of club events and DJs in June at VOLKS NIGHTCLUB.@DJNickHook @POoK @Mizarumusicuk @DaveTheDrummer @DJNinaCarina @brunonumerouno @RAYKEITH1 @TechnoirClub @SIZEBrighton#House #Techno #DrumandBass #Jungle #TechHouse #Ska #Reggae,2926.jpg,0,0,0
People Should Seriously Stop Expecting Normal From Me.httpsmiahcombat.comcollectionbooks?twclid=2ucn60ap2x1cq3cewc93fo7a6,2927.jpg,1,1,1
"#GIVEAWAY  $5 STEAM WALLET GIFT CARDHow to enterFollow @SteamGamesPC, @FreePCG  @PCGDealsRetweetLikeWinner will be announced June 4thDM me to sponsor a giveaway like this#SteamWallet #GiftCard #SteamGiftCard #Steam #SteamKey #SteamGame #SteamMoney",2928.jpg,0,0,0
穷不三代，富不过三代从来都不是安慰剂。本意是穷人三代后无娶妻生子的能力绝户了。富人由于妻妾成群子嗣众多，三代后分配太多就不能都那么富了。#茶##贫富差距#沈阳,2929.jpg,0,0,0
【为啥？海曙这场新闻发布会广受关注】#发现海曙##重大新闻#9月2日，由中国工程院院士领衔浙江大学院士团队的宁波市智能制造技术研究院牵头，在海曙区发布了N全球智能制造头部企业“领头雁计划”，人民日报客户端、经济日报新闻客户端、央广网、中国网、浙江新闻客户端、浙江之声、甬派客户端...全文,2930.jpg,0,0,0
#鼠鼠我鸭#以下那个是鸭脖？#市监局回应反复对比确认是鸭脖#,2931.jpg,0,1,1
#鼠鼠我鸭#震惊！江西某高校发现新物种！身行像鸭，头却像老鼠。此新闻一出，引发网友们激烈讨论，甚至有人给此物种取名“鼠鼠我鸭”,2932.jpg,1,1,1
#鼠鼠我鸭#哈哈哈哈哈啊哈,2933.jpg,0,0,0
#文心一言#感觉进步很大,2934.jpg,0,0,0
"Serendipitous #discoveriesare always made bypeople in a particular frame of mind,people who are focused and alert because they’re searching for something.They just happen to find something else.@stevenstrogatz , Sync.#Awakening  #Seeker #Life #Truth #Science",2935.jpg,0,1,1
"The #US added 339,000 #jobs in May versus an estimated 195,000",2936.jpg,0,0,0
"90  Lars, playing it safe.#comedyviking #cartoon #webcomic #art #illustration #vikings #norse #drawing #puns  #chasm",2937.jpg,0,1,1
