Text,Imagepath,Text_label,Image_label,Multi_label
#锤子##锤子手机##锤子科技#@锤子商城坚果R手机屏幕有问题发回去不退款，到现在音信皆无消费者李某投诉年月日在其官方网站购买，号收到货打开发现问题，手机在亮度与颜色方面显示有问题，不能正常显示白色且全屏颜色灰暗，调节手机系统设置无效。与其客服沟通后退货回去，后面客服来电执意说是正常表现拒绝退货，我一再坚持不能接受后，客服要添加其微信，将手机问题图片发给他后，其称超出其职权范围转与其他部门处理后至今无果，期间我曾联系他们，其称小时会回电也没有音讯。订单号顺丰寄回快递单号SF。投诉编号CR客服经理客服邮箱service@tech.com ,2154.jpg,0,0,0
#鼠鼠我鸭#这事怎么说呢，典型，太典型了，我甚至都能脑补出一个秃头大肚子中年老领导，打电话给x局说“x局啊，就这么个小事，学生不懂事，发网上了，学生那边我已经教育过了，没事了，您看给检验的小x打个招呼就行，这也好久没出来聚一聚了，这周末xx楼，给个面子吃个饭”这样...其实这事本来很简单，我之前微博刷到了都直接略过去了，不就是吃出老鼠头么，哪个大学食堂没吃出过蟑螂老鼠虫子石子之类的，本来按正常流程走，罚酒三杯，停业整顿几天，继续原样，网友是没有记忆力的，过几天出个事风头就下去了，妞照泡舞照跳，但是非要显摆一下自己的关系，死鸭脖嘴硬，中年领导不存在认错，让公权力参与进来，这下事情才闹大的，当然，这事最后大概率还是以罚酒三杯结束，只不过饶了点弯路，捎带了一点其他人下水而已 ,2155.jpg,1,1,1
2020HM家居系列家居系列软装搭配设计美学HM家居#软装##家居美学##HM#,2156.jpg,0,0,0
"同工不同酬可视化后就是这么赤裸裸的性别歧视：左侧1位男球员的年薪是右侧1,693位女球员年薪总和的，两倍。虽然一个人的力量很小，但我只看女足比赛。",2157.jpg,0,1,0
#锤子手机##锤子科技和Ta的朋友们#微博曝光锤子全面屏手机，据消息称，该机可能会搭载骁龙处理器，GB的运行内存，账面上看起来非常不错@锤子科技@锤子科技官方论坛@罗永浩北京迎风,2158.jpg,0,0,0
打心里觉得从漂亮国传过来的脱口秀不太搞笑当然笑果的出现恰恰是把一群分散的平时不敢当众发表想法的二鬼子给集合在一起他们聚在一起的时候共同话题只有一个《恶心国家》#笑果#,2159.jpg,0,0,0
#新股中签##吴签#保佑我中一签吧,2160.jpg,0,0,0
无语了第一次直视吴签脑残粉求求你们离我远点吧yue#吴签脑残粉笑话集锦##吴签#,2161.jpg,0,0,0
"RT This #Saturday, #May 13th 9pmMonthly CrossCultural Night#CIELO@SebastianPintxosBar#RSVP httpCieloAtlanta.com#LATIN  #INTERNATIONAL Vibe w #Live #Band  #Dj'sOne of the trendiest #restaurant lounges in #Atlanta#new #atl #birthday #drinks #dance #midtown",2162.jpg,0,0,0
#文心一言#理解万岁,2163.jpg,0,0,0
"No, you want to band cars.",2164.jpg,0,1,1
"THE US ECONOMY HAS MORE DEMAND FOR WORKERS THAN SUPPLY, and although the size of the labour force has grown, the number of filled and vacant #jobs continues to rise at a similar pace, and the gap between the two remains wider than at any time prior to the pandemic.#macro",2165.jpg,0,0,0
#经济#美国PPI,2166.jpg,0,0,0
I'm not defending Ben Simmons in any kind of way. We just gonna act like he is the only NBA player that struggles to score 10 points in a game ,2167.jpg,1,0,1
2023年5月29日，“醉美法兰西2023”葡萄酒品鉴会广州站在W酒店举行。法国驻广州总领事福希玮先生出席了品鉴会，并与参展商和领域专业人士进行交流。“醉美法兰西2023”葡萄酒品鉴会由@法国商务投资署主办，作为法国经济国际化的重要组成部分，活动为希望发展出口项目的公司提供优质服务、创...全文,2168.jpg,0,0,0
行吧#chatgpt##文心一言#,2169.jpg,0,0,0
今天要不是无意中把屏幕横过来都不知道锤子计算机这么有个性，简单版本已经很酷了#锤子手机#沧州青县站,2170.jpg,0,0,0
"Get New Like Brightness on Clothes!Rin Liquid Detergent, 800 ml Now at 120 Only#rinliquid #rin #detergentliquid #clothes #srikumaransuperstore #offer #discountsale #nammapollachi #clean #whiteclothes #rindetergentliquid",2171.jpg,0,0,0
他们知道这是什么，我们知道这是什么，他们知道我们知道这是什么，但是他们让本人现场书面说明这不是什么，这叫对公信力的践踏，这叫权力的任性。恐怖的是，他们可以为了区区一个地方职高的食堂承包商的利益来践踏全国这么多年积攒下来的政府和有关机构公信力，像地主家的傻儿子。更恐怖的是，他们甚至认为可以通过把全国人民当傻子一样“检测”出鸭脖，让当事学生现场书面说明这是鸭脖的方式把事情盖棺定论就完事了。比任性和愚蠢更恐怖的是傲慢，这是一种基于权力，家长式凝视与居高临下的傲慢，一种都给你解释了你还想怎么样的傲慢。而这种傲慢的危害，远大于一千只，一万只老鼠。#鼠鼠我鸭#，这次轮到猫鼠队上大分。要知道#涉事学校曾因老鼠事件被联合执法#，他们还能如此的傲慢的利用权力试图摆平一切，至少从年到现在，要整顿了。 ,2172.jpg,0,1,1
"I'm not lazy, I'm on energysaving mode. Embrace the humor, wit, and laidback vibes with this relatable saying. #LazyLife #EnergySavingMode #Humor #WittyBanter #LaidBackVibes #Funny  #Relaxed #UniqueApproach #Enjoyable #Laughter #Comical httpsrb.gy97ein",2173.jpg,1,1,1
"@Ausgov your adverts on Sky News Australia’s afterdark opinion pages are funding climate science denialism, racism, vote no for the Voice  misogyny. Does this reflect your corporate values? One would hope not, and you act appropriately. cc @slpnggiantsoz",2174.jpg,1,1,1
 I love it when #Soros #Progressive #Globalist operatives  cult victims make assertions on behalf of #MAGA.Ive repeatedly said the 66% of us in middle of the political spectrum are the natural majority? Yet elections are debated over issues of the far left  far right,2175.jpg,1,1,1
#dream “everyone need a team”,2176.jpg,0,0,0
#鼠鼠我鸭##指鼠为鸭#古有指鹿为马，今有指鼠为鸭,2177.jpg,1,1,1
#鼠鼠我鸭#是不是别人不发火就把别人当傻子啊,2178.jpg,0,1,1
Where would a crazy idea like that come from?How could unsterilized paper masks in a box with unwashed hands rummaging through them get such large numbers of different bacteria?,2179.jpg,1,0,1
"Check out this amazing 'Sarcasm. It's my superpower' Tshirt, click the link to shop!!! httpsteepublic.comtshirt34424848sarcasmitsmysuperpower?storeid=188563 #giftidea #giftideas  #superhero",2180.jpg,0,1,0
罗永浩#罗永浩#月日晚在老罗直播间抽到的弹幕补贴，联系客服不给兑奖。老罗提醒第一时间联系客服就可以，没想到客服很晚才回复，说会核实录播再通知我。然后就是说没有我。怎么可能呢，读的我的话，说没有我。也挂我当时太激动，忘记录屏，给了商家可乘之机。玩不起就不要搞抽奖，中了不算，客服态度很敷衍。大家避雷，以后抽奖的时候记得录屏、录屏、录屏 ,2181.jpg,0,0,0
#鼠鼠我鸭#都怪我，手jian，非得在吃饭的时候点开这个话题，俺吃的还是鸭！是鸭！是鸭！,2182.jpg,1,0,1
... you must be terrified#StarWars #Cats #Fear #Smile ,2183.jpg,1,1,1
事情是这样的有人利用文心一言写了一篇“科大讯飞出现重大风险的警示文”，致科大讯飞股价一度大幅下跌%以上。科大讯飞回应表示，“股价下跌系某生成式AI写作虚假小作文导致，谣传风险为不实消息。”凤凰网科技报道近日，一篇由AI生成的示警文称“科大讯飞被曝涉嫌大量采集用户隐私数据，并将其用于人工智能研究”，导致科大讯飞的股价大跌，随后科大讯飞回应称“谣传风险为不实消息”。值得注意的是，数据显示，科大讯飞旗下软件应用讯飞语音识别SDK、讯飞输入法、讯飞配音都曾因违规收集个人信息被通报。博友们，这是文心一言VS科大讯飞开撕了么#文心一言#科大讯飞#科大讯飞#科大讯飞sz ,2184.jpg,0,0,0
"But in reality, James Woods just wants to date her, you know.  ",2185.jpg,1,1,1
文心一格创作的老白登我的关键词是妩媚啊，这怎么有点儿吓人#文心一言##文心一格##轻松一刻##搞笑##拜登#,2186.jpg,1,1,1
no matterhow highorhow lowthere is only one way to lookup brooklynmorgan#inspire #hope #dream #believe #do,2187.jpg,0,0,0
#文心一言#体验非常一般，一点也不惊艳。冷笑话不好笑，黑白色颠倒的熊猫画不出来这一点mj也没做到，莫名其妙总想给我画牡丹花，学说话也不成功，和普通语音助手没什么区别,2188.jpg,0,0,0
#HM#感觉开挂了一样，巨显身材,2189.jpg,0,0,0
还是有差距，有倾向性的解读没用ChatGPT#文心一言##通义千问##chatgpt#,2190.jpg,0,0,0
You wanna know my favorite quote saying for waking up on a Monday morning?. It’s “well FADoodleDoo”.  Butter #MondayMotivation #mood #horsesoftwitter,2191.jpg,1,1,1
发现目前手机同质化越来越严重，国内四大厂华为、ov、小米，都开始互相模仿、互相跟风。小厂的生存空间很小了，尤其是资源和营销在目前，实在无法支撑下去。真不希望像锤子、魅族、努比亚等这些小众品牌没落，甚至是消亡，突然感觉，好的ID设计都掌握在小厂手中，不知道为啥会出现这个结果，还是百家齐放更好，这样数码的进程才会加快#锤子手机##魅族##努比亚# ,2192.jpg,0,0,0
#鼠鼠我鸭#哈哈哈哈哈要被笑死了,2193.jpg,1,1,1
Practicing Athelete   #justforfun,2194.jpg,0,1,1
#重大新闻#华谊兄弟铜陵影院即将上演现实版速度激情，激情障碍赛模式，速度体验模式等！各项工作都在筹备中，香车美女，这周末即将开启，期待您现场参与！华谊兄弟给你最好的观影体验！铜陵江南文化园,2195.jpg,0,0,0
#鼠鼠我鸭#我前天晚上才吃了绝味鼠,2196.jpg,1,0,1
I did the thing!! not my best work but it was worth a shot haha @goatfanatic #goatditys #dnf #dnffanart #DNFISREAL #Dream #georgenotfoundfanart #georgenotfound @DreamFanart,2197.jpg,0,0,0
新品种#鼠鼠我鸭#怎么这么搞笑啊，网友们都太有才了不能我一个人被恶熏到,2198.jpg,1,1,1
SPECIAL OFFERBoth underarms or palms reduced by 100That’s 450 reduced to 350 for ONE DAY ONLYSun 4th JuneConditions applyBooking requiredFREE Consultation prior to treatmentFantastic feedbackresults23 High St#thumbsupsidcup #pharmacy #health #sidcup #offer #chemist,2199.jpg,0,0,0
最近想看。婚姻故事国内的上映时间竟然是520哈哈哈有点反讽了都生活里下一颗巧克力是什么味道呢,2200.jpg,1,0,1
#鼠鼠我鸭#是道德的沦丧，是人性的扭曲，还是基因的突变,2201.jpg,1,1,1
翻了翻相册，是，也就是今年做的图是谁那么厉害啊我愿称之为预言家#吴签#,2202.jpg,1,1,1
#锤子手机#发布会坚果R。原本以为会推出绝对全面屏手机，例如采用插入式前置摄像头或反转式摄像头来去掉刘海去掉下巴，对于美人尖的出现确实有些意外。手机与显示器组成工作站一点不意外，十年前幻想的手机作为笔记本处理器的想法，电脑不过是显示外置的想法终于被罗老师量产了，还是非常赞的。尽管目前来讲办公套件等等产品都还只能算作是几个APP应用，显得干翻微软和苹果像笑话，但是我有理由相信锤子已经想到了，只是还没做到，真心希望罗老师这家企业能再有钱些，富足到可以有实力有资本有人力来实现设计。毕竟我们还是为国内的科技力量感到未来的骄傲。 ,2203.jpg,0,0,0
去年十月从得物买的，刚才看了价格涨了一倍！#空军一号##耐克空军一号#黑白是真的百搭#耐克#张家口,2204.jpg,0,0,0
"Da will mich einer retten. Ich weiss nicht, ob ich Mnnern mit Krawatte trauen soll. ",2205.jpg,1,1,1
恭迎各位卷王,2206.jpg,1,0,1
#文心一言#立场还真是不坚定哈哈哈,2207.jpg,1,1,1
Social distancing    #farce #,2208.jpg,0,0,1
#吴签##王者荣耀#这不是凡哥联名吗,2209.jpg,1,0,1
一直以来，锤子手机自带“工匠精神”“情怀信仰”这样的标签，而按照罗永浩的说法，SmartisanT是这一理念最接近完美的呈现，是唯一一次贯彻工业美学设计高于一切下的产物。经查，某平台上出现了两台锤子T珍藏版手机，号称全新未拆封，黑色版被挂出元，而更为精致的白色版则有着元标价。#锤子手机# ,2210.jpg,0,0,0
【凤凰连麦联合国召开2023年发展融资论坛】#贫富差距##财富自由#纽约联合国总部近日召开#2023年发展融资论坛#，联合国秘书长古特雷斯指出，自疫情爆发以来，世界上最富有1%的人增长的财富是世界所有剩下人群的两倍，中低收入国家还面临债务困境，联合国呼吁扩大可持续发展融资项目。@陈莺迁,2211.jpg,0,0,0
"My favourite, local road signThink someone could benefit from following this sign to one of the destinations  # #",2212.jpg,0,0,1
#NationalHolocaustMemorialDay#BookBanning,2213.jpg,0,1,1
Waitposting “Repeal the 2nd Amendment” goes against Instagram’s policy on inciting violence? Diddid an automatic weapon write this? ,2214.jpg,1,0,1
"It is virtually impossible for adoptive and foster parents to not center themselves, their feelings, and the story they tell themselves when talking about adoption.   #adopteetwitter #adopteevoices #ungratefulpos",2215.jpg,1,1,1
我的大作微博也要发一份#吴签#,2216.jpg,1,1,1
WOW Look who's #Hiring in Nebraska  Better Living is #hiring for Foster Care Specialists  #FosterCare #CommunityEngagement #development #guidance #socialwork #Jobs #job #benefits #Nebraska httpssecure.careerlink.comsearch?lookin=titledescradius=30employer=BetterLivingorderby=relevanceadvanced=advanced  ,2217.jpg,0,0,0
Just like that.. #fun ,2218.jpg,0,1,1
#罗永浩#你的SmartisanT还在吗？,2219.jpg,1,0,1
早上好#老关外##罗永浩#,2220.jpg,0,0,0
罗永浩入局TikTok！交个朋友将开启海外电商培训？据媒体报道，近日由罗永浩联合创立的交个朋友公司正在布局海外电商培训业务，主要由交个朋友海外事业部和基于TikTok生态下的交个朋友电商学苑承担。#罗永浩##交个朋友#据爱企查App显示，杭州交个朋友教育科技有限公司已申请注册交个朋友电商学苑商标，国际分类涉及广告销售、教育娱乐，目前商标进度均为注册申请中。据交个朋友高管层透露，交个朋友确有布局海外电商培训业务，并将其定位为公司未来的重点项目之一。因此，该项目得以集合到公司内外大量顶级教学教研资源，也建立了一手海外案例数据库。截至目前，交个朋友海外电商学苑的海外电商培训课程已经完成灰度测试。据介绍，交个朋友海外电商学苑的培训业务主要涵盖了从市场分析、行业咨询到营销策划、网红资源匹配以及代运营等范围。其中关于TikTok的电商直播培训更是重点，涵盖了TikTok生态、行业发展等理论以及开店、直播等实操流程环节。 ,2221.jpg,0,0,0
I just can’t understand how Wallace lost this ball out of bounds to the other team. Should have been able to hold onto it. #stripes #bbn ,2222.jpg,1,0,1
#鼠鼠我鸭#吓得我立马让AI画了两幅画，已证明真的存在。“鼠鼠我鸭”“指鼠为鸭”,2223.jpg,1,1,1
#北京##突发事件##北京爆料#等待后续报道,2224.jpg,0,0,0
#吴签#就问你服不服？老杜家的文案简直上天入地了,2225.jpg,1,1,1
INFO 230604OP met #CHIQUITA at a cashier counted today. They also pointed out her beauty#BABYMONSTER #@YGBABYMONSTER #DREAM,2226.jpg,0,0,0
 UPDATE 052923OP saw #PHARITA while shopping and gladly give a heart sign to the OP#BABYMONSTER ##DREAM @YGBABYMONSTER,2227.jpg,0,0,0
“ Genderneutral” Brits. ,2228.jpg,1,0,1
#鼠鼠我鸭#很明显就是鸭脖,2229.jpg,0,1,1
#文心一言##驴肉火烧##百度文心一言#尼玛！@填鸭式教育受害者,2230.jpg,0,1,1
#鼠鼠我鸭#学生我发现了老鼠头！喂！局么？我在学校食堂发现了老鼠头。局好的，马上去调查！局喂，校长么，你们学生举报食堂有老鼠头，我们一会去调查。学校明白！老师你不想毕业了？赶紧把老鼠头换成鸭脖，一会局来调查你就把鸭脖拿出来，不要搞事情，你父母话那么多钱供你上学，拿不到毕业证他们不会伤心么？学生懂了！局这位同学，你发现的东西我们比对一下。就是这个啊，嗯，确实是鸭脖。结案！学校好嘞，一会我们就发通告！证明就是鸭脖，这位同学，你一会也发个视频学生我吃确实是鸭脖 ,2231.jpg,1,1,1
《十全敷藻图册》清汪承霈绘，中国国家博物馆馆藏。看到了另一个版本的乾隆御笔《十全记》，这次不是一大堆作战图册了彩色和黑白的版本都有，而是精简的十开，内容上都有所区分。要说实现这“十全武功”也着实不容易，今人总讽刺他老人家“好大喜功”，也未免是旁观者视角的想法罢了。,2232.jpg,0,0,0
转@姨妈的鸭豆瓣托儿所能解决的事情，成为了育龄女性和老年女性的矛盾男女共同产假的问题，变成了育龄女性和未婚女性的矛盾男女共同分担家庭和职场责任的问题，变成了家庭女性和职场女性的矛盾男女分数线统一的问题，变成了女童应该更努力争夺竞争排名的问题。,2233.jpg,0,0,0
太真实了！跟之前看到的大家说职场男的优势一样背后好几个女性在替他们解决后顾之忧而职场女性不仅要工作还要其他家庭职责要分散精力替家里没长手长脚的家人孩子服务所以单身女性一定要留在大城市千万别被什么鬼话骗到离开城市离开职场很多隐形的负担就又加到你身上了,2234.jpg,0,0,0
"He hasn't made that much! His funding app has been up for months. Saw someone earlier say they checked it today  it's at          $74,300. Still along way off. Such a shame for such a nice, repentant young guy. ",2235.jpg,1,0,1
"#Oilprices rose on Friday after a #US debt ceiling #deal averted a default in the world’s biggest #oil consumer and #jobs data indicated a possible rate hike pause, while attention turned to a meeting of #OPEC ministers and their allies at the weekend.httproydadnaft.irEnglish?p=5779",2236.jpg,0,0,0
各位发现重点了嘛#吴签##大碗宽面#,2237.jpg,1,0,1
The  of this mug being filled with imaginary aka decaf coffee is not lost on me.#breathe #keepcalm #thethingsidoformyears #meniereslife #menieresdisease #tgif,2238.jpg,1,0,1
#交个朋友回应罗永浩被恢复执行万#该笔债务已处理完毕，恢复执行为结案程序处理近日，罗永浩新增两条被执行人信息，#罗永浩被恢复执行万#。对此，交个朋友直播间官微回应这两个案子是锤子科技经营手机业务期间产生的公司债务，目前该笔债务已经按预定的支付计划处理完毕。法院恢复执行的目的是进行结案程序处理，后续还会有类似情况出现。据悉，#罗永浩#正努力工作并按计划替公司偿还剩余债务。此外，#战鹰APP#显示，罗永浩当前关联企业家，期待老罗早日完成债务偿还。   ,2239.jpg,0,0,0
"Oneday offer  53% discount for limited originals by L.Afremov, use coupon Leonid53 at the checkout httpsafremov.comlimitedoriginals?partner=ec7ea187cf155815utmmedium=svtwc300523utmcampaign=svtwc300523utmsource=svtwc300523twclid=22a862mp4lwab1vvwi5m3tenb1",2240.jpg,0,0,0
Some say It’s official #LTN’s endanger more lives than what they are designed to save..! #TruthBomb,2241.jpg,1,0,1
 committed suicide #BharatTodoYatra upcoming finale,2242.jpg,1,1,1
#罗永浩#罗永浩罗永浩再被法院强制执行，执行标的超万月日消息，企查查APP显示，罗永浩于月日被深圳市福田区人民法院列为被执行人，案号为粤执号，执行标的约.万元。企查查显示，该案件涉及北京腾信创新网络营销技术股份有限公司与罗永浩质押合同纠纷，罗永浩承担赔偿责任。更多深度财经资讯解读请看   ,2243.jpg,0,0,0
限时代问我有文心一言内测码，昨日点赞超，我来营业。有需要代问的可以评论留言，小编在线代问，限时一小时，欲问从速！#文心一言##百度自己的黄牛#,2244.jpg,0,0,0
讽刺拉满@商小略@baixiaorourou这很好。@迷影心生@老刀99@电子骑士阉割的艺术@张小北当不被允许的事情被最大化地呈现出来后最后一张图可以算是行为艺术了,2245.jpg,1,0,1
The time I won big at the fair but still looked like a big loser. #Vancouver,2246.jpg,1,1,1
终于可以体验#文心一言#了,2247.jpg,0,0,0
有人问桃花运看哪里，桃花运最显著的一个位置就是卧蚕眼睛下面那一条小肉肉，注意区别眼袋，即#子女宫#卧蚕饱满桃花旺。但是，桃花是普遍意义上的好人缘、粉丝缘、生意缘，并不单指男女情爱。比如我喜爱的有趣的#罗永浩#，为啥带货那么强？还不是路人缘好，可可爱爱交个朋友面相 ,2248.jpg,0,0,0
#文心一言#和#chatgpt#对比，xuan学这一块，理论性的问题回答的都挺靠谱，文心一言甚至更胜一筹，不过一问带点逻辑分析的问题两位就全都暴露了,2249.jpg,0,0,0
"They can’t run the economy. They can’t fight terrorism.They can’t hold elections.Not a surprise, as they can’t even figure out how to turn the lights back on.PDMZindabad PakFaujPaindabad  ",2250.jpg,1,0,1
我媳妇让我换手机，催了好几年了，总说要不你也跟我一样，用个苹果得了。我用锤子顺手啊，多任务切换无压力啊，所以一直懒得换。今天用她电话给孩子老师发信息才发现，感情苹果手机输入法换行，要tm多点一步，然后在弹出的快捷菜单里选换行。卧了个槽，这是宇宙第一大企业能干出来的事嘛？这也太反人类了吧？我跟媳妇说，按你每天的手机使用频率，从用到现在，你在换行这件事上浪费的时间估计得有几天了。好了，在我眼中，苹果手机除.电话铃声小，总漏接电话.听筒声音却大得出奇，一人打电话全屋人旁听。这两个恶心地方之外，又加了输入法设计缺陷这一条。@罗永浩的辟谣号哥，你快拯救他。#锤子手机##苹果手机# ,2251.jpg,1,0,1
管泽元直接奶死了笑果最近笑果因为脱口秀演员不当比喻被媒体点名，而且迎来一千多万和无限期停止演出的重罚。两年前笑果邀请过管泽元参加脱口秀，最后泽元金口一开，说笑果会越来越牛，李诞当时急忙站起来让管泽元别乱说，这下真一语成谶！#管泽元##笑果##红薯观赛团#,2252.jpg,0,0,0
#鼠鼠我鸭#新品种的鸭子而已，你们这些没见过世面的学生！再妨碍我赚黑心钱，下次老鼠给你放整只，到时候给你说是鸽子！！,2253.jpg,1,0,1
#文心一言#这玩意嘴可真硬啊！,2254.jpg,1,1,1
All of Europe's manufacturing sector is in contraction except Greece!.Looking forward to that soft landing!,2255.jpg,0,0,1
#TONIGHT #Saturday 9pm..It's Here!#CIELOat @SebastianPintxosBarMonthly CrossCultural Night#FREE w #RSVP httpCieloAtlanta.com2 Floors #LATIN  #INTLOne of the trendiest #restaurant lounges in #Atlanta#new #band #djs #atl #birthday #drinks #midtown #dance #live,2256.jpg,0,0,0
#鼠鼠我鸭#现代版的指鹿为马，指鼠为鸭,2257.jpg,1,0,1
Those engagement numbers cry Total hype.  #ShazamFuryOfTheGods,2258.jpg,1,1,1
#吴签#Mac别他妈膈应我常州中华恐龙园,2259.jpg,0,1,1
#吴签#无意冒犯，好笑额,2260.jpg,1,1,1
 230531#ENAMIASA with her sister Lisa back in September@YGBABYMONSTER #BABYMONSTER#DREAM #,2261.jpg,0,0,0
徐熙娣新综艺节目《小姐不熙娣》在myVideo独播，自带女王气势的小S，睽违七年强势回归！王牌制作人B2陈彦铭量身打造综艺节目《小姐不熙娣》，找来20多位现代新女性组成不吸地团节目班底，以女性做为出发点，聚焦女性职场与生活感受！,2262.jpg,0,0,0
贫女唐秦韬玉蓬门未识绮罗香，拟托良媒益自伤。谁爱风流高格调，共怜时世俭梳妆。敢将十指夸针巧，不把双眉斗画长。苦恨年年压金线，为他人作嫁衣裳。#贫富差距#德州,2263.jpg,1,0,1
NIAC staff @SinaToossi says MEK is loathed,2264.jpg,1,0,1
"Cook, Serve, Bloody!#POSTAL4 #Steam",2265.jpg,0,0,0
I’m not Japanese but I AM 77 yrs old! I went to @Yale ; so this advice must be worthy!! ,2266.jpg,1,1,1
"“That DeSanctimonious guy, he’s no match for a stable genius like me!” #DumbTrump #IndictHim",2267.jpg,1,1,1
#锤子手机#的大爆炸宛如一个智障！.炸微信文字居然炸成图片，然后走识别流程.炸QQ干脆有时装死，或者自己就好了丝般顺滑一个主推正式版的卖点功能，做成这样...,2268.jpg,0,0,0
芜湖#笑果##笑果被罚##笑果无限期停止house演艺工作#可怜的童漠男，行业冥灯,2269.jpg,1,0,1
9块钱也能吃好这肯定不是最差#在云端##贫富差距#淄博周村古商城景区,2270.jpg,0,0,0
Imagine how this man would react if somebody criticized how his show look bootleg compared to real news shows. He would be yelling at us to donate so he could get a real set. ,2271.jpg,1,1,1
@Morrisons a 30 minute wait for my click and collect order in Llanishen Cardiff. Nice little delay to our outing! Thanks  could have done this shop myself quicker,2272.jpg,1,0,1
#重大新闻#8月5日！李亚鹏携神秘明星来乐多港啦!!!“神秘明星是谁？”既然是神秘明星那小编当然也“母鸡”啦“为什么来乐多港？”这个小编知道！8月5日和8月6日乐多港携手嫣然天使基金第六届慈善亲子夏令营将在乐多港举行闭营典礼及游学日那嫣然天使基金又是什么为什么会吸引这么多明...全文,2273.jpg,0,0,0
#gdp##经济#【IMF最新报告上调今年中国经济增长预期至5.2%】今年亚太地区经济增速将从去年的3.8%上升至4.6%，对全球经济增长的贡献将在70%以上。今年中国经济有望增长5.2%，继续成为亚太地区及全球经济增长引擎。这一预期水平较去年10月发布的报告上调了0.8个百分点。,2274.jpg,0,0,0
一个月前VS一个月后，亲测文心一言的鱼香肉丝终于熟了#科技##文心一言##AI##ai绘画#,2275.jpg,0,1,0
We're hiring! Seeking a project manager to work closely with me and the Digital Health  Rights Project consortium for 3 years to manage a fourcountry participatory action research study. Closing June 12  join us! #anthrotwitter #humanrights #jobs httpsatsv7.wcn.co.uksearchenginejobs.cgi?owner=5062452ownertype=fairjcode=1891149vttemplate=1457adminview=1,2276.jpg,0,0,0
#贫富差距##山猪吃不了细糠##都市土狗##每个人都不容易#,2277.jpg,1,0,1
"Book a two night stay at our lovely #Bournemouth spa hotel by June 30 and we’ll treat you to dinner! Check out our website for more details, tscshttpow.lyAoCx50OyTgl#offer #dinner #hotel #spahotel #UKbreak #coast #getaway #Dorset #stay",2278.jpg,0,0,0
男女真的平等吗？#男女平等#,2279.jpg,0,1,1
年纪大了只有腐败休闲喽#腐败#,2280.jpg,1,0,1
#文心一言#月号个月，终于下来了,2281.jpg,0,0,0
#市监局回应反复对比确认是鸭脖#确实是鸭脖，只不过是长这个样子#鼠鼠我鸭#,2282.jpg,0,1,1
@文心一言#文心一言##百度文心一言#,2283.jpg,0,1,0
"Art by British Irony in Newtownards, Northern Ireland 2022  #whoamirony #newtownards #streetart #lamolinastreetart  via artist httpbit.ly3reGqno",2284.jpg,1,0,1
感觉这句话很好，也送给苹果的追逐者锤子手机！匠人的特点就是能把别人的东西效仿的惟妙惟肖，但他效仿的再精确，充其量也不过是个匠人，这匠人哪是不会创造的，会创造的人才是大师！@锤子科技@罗永浩#锤子手机#,2285.jpg,1,1,1
Trudeau surely will be outraged by this demeaning  clearly racist new trend ,2286.jpg,1,1,1
#鼠鼠我鸭#虽然鼠头，但是鸭脖,2287.jpg,1,1,1
My Second first character in dnd from 2017 again.Boroshi  Dwarf  Monk A friendo of mine redraw his concept  it looks better so i took it for de redisgn.#dwarf #dndart #dnd5e #dungeonsanddragons #monk #originalCharacter #art #notfanart #totallyoriginal ,2288.jpg,0,0,1
#文心一言#？,2289.jpg,1,0,1
"Edgbaston 2005 we feel you England. We revel in the hurt, but we feel you  #NZvENG",2290.jpg,1,0,1
Happy #InternationalWomensDay#drseuss #seussibles ,2291.jpg,0,0,1
So your nanny getting Covid means Kody was right about his Covid protocol. Ummmm? Isn't the nanny using his protocol? #SisterWives  #karma,2292.jpg,1,0,1
#鼠鼠我鸭#实事求是让群众说话,2293.jpg,0,1,1
#鼠鼠我鸭#本来就睡不着#市监局回应反复对比确认是鸭脖##鸭脖#,2294.jpg,0,1,1
挤妹们hm又来圈钱了!!!!!!啊啊啊啊啊啊啊啊啊啊我先冲我要飞上天了啊啊啊啊啊啊啊啊哈哈哈哈哈哈哈哈哈p9走在时尚顶峰的弄潮儿文文子出镜#hm#,2295.jpg,0,0,0
流行語【卷jun=過度競争】使方现在月饼都这么【卷】了吗？今月餅業界競争激？他从小卷到大，一直是【卷王】。彼小頃競争勝続強者。怎样才能【卷赢】？競争勝抜？【卷不动】了。疲。#中国語学習,2296.jpg,1,1,1
学会了新词！！#鼠鼠我鸭#和指鼠为鸭真好，又是在微博学习的一天,2297.jpg,1,1,1
救命！社死现场，你们有过这样的经历吗#奇葩事件#,2298.jpg,0,0,0
快中午了，吃个小鸭脖吧#鼠鼠我鸭##通心粉鼠#,2299.jpg,0,0,1
"UPDATE FOR THE PEOPLE IN THE CITY.You don’t need to thank me, just trying to help you .  .Happy New week.",2300.jpg,0,1,1
文心一言到底对京八件有什么误解啊？#文心一言#,2301.jpg,1,1,1
How Justin imagines himself writing this thread. #FullTimeSorosOperator #ParttimePutinLackey  #JustInCaseItIsntObviousEnough,2302.jpg,1,0,1
Bajaj finance asks for contact details in comment section of a post trolling them for unnecessarily contacting people ,2303.jpg,1,1,1
